"id","campaignid","sample","family","genus","species","length","range","latitude","longitude","date","time","location","status","site","depth","successful.count","successful.length"
"2021-08_PtCloates_BOSS.PCSBP1","2021-08_PtCloates_BOSS","PCSBP1","Mullidae","Parupeneus","indicus",280.2806,3003.67654,-22.6996,113.5589,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP1","2021-08_PtCloates_BOSS","PCSBP1","Pomacanthidae","Apolemichthys","trimaculatus",242.9935,3462.69864,-22.6996,113.5589,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP1","2021-08_PtCloates_BOSS","PCSBP1","Serranidae","Cephalopholis","sonnerati",330.25551,5788.27897,-22.6996,113.5589,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP1","2021-08_PtCloates_BOSS","PCSBP1","Serranidae","Cephalopholis","sonnerati",363.22376,5603.7023,-22.6996,113.5589,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP1","2021-08_PtCloates_BOSS","PCSBP1","Serranidae","Pseudanthias","cooperi",93.89887,1816.48755,-22.6996,113.5589,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",181.43256,2918.28122,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",115.36731,2852.94045,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",166.96058,2996.07235,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",194.0528,3129.564,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",124.84843,2814.91792,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",196.73883,2893.61788,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",176.92327,3023.89024,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",126.5924,2854.05598,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",181.26802,3020.05561,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",157.00736,3426.50491,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",164.69684,2853.24613,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",127.93594,2673.22531,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",160.74585,2767.72595,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",198.22251,2931.06824,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",163.20825,2601.16087,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP10","2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",202.89994,2916.76997,-22.6745,113.5663,"NA","NA","Pt Cloates","NA","NA",77,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP11","2021-08_PtCloates_BOSS","PCSBP11","Chaetodontidae","Heniochus","acuminatus",227.82736,2132.92741,-22.6962,113.5592,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP11","2021-08_PtCloates_BOSS","PCSBP11","Chaetodontidae","Heniochus","acuminatus",230.2022,2496.18684,-22.6962,113.5592,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP11","2021-08_PtCloates_BOSS","PCSBP11","Labridae","Bodianus","bilunulatus",245.49443,2401.79732,-22.6962,113.5592,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP11","2021-08_PtCloates_BOSS","PCSBP11","Labridae","Bodianus","bilunulatus",174.59791,2290.85062,-22.6962,113.5592,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP11","2021-08_PtCloates_BOSS","PCSBP11","Lethrinidae","Lethrinus","miniatus",481.22724,3807.2965,-22.6962,113.5592,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP11","2021-08_PtCloates_BOSS","PCSBP11","Lethrinidae","Lethrinus","olivaceus",260.28529,2419.83583,-22.6962,113.5592,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP11","2021-08_PtCloates_BOSS","PCSBP11","Pomacanthidae","Apolemichthys","trimaculatus",193.55596,1474.29747,-22.6962,113.5592,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP11","2021-08_PtCloates_BOSS","PCSBP11","Pomacanthidae","Chaetodontoplus","personifer",235.83709,3836.51429,-22.6962,113.5592,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP11","2021-08_PtCloates_BOSS","PCSBP11","Pomacanthidae","Chaetodontoplus","personifer",172.75968,3297.73829,-22.6962,113.5592,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP11","2021-08_PtCloates_BOSS","PCSBP11","Pomacanthidae","Pomacanthus","imperator",232.5205,3841.62513,-22.6962,113.5592,"NA","NA","Pt Cloates","NA","NA",79,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP16","2021-08_PtCloates_BOSS","PCSBP16","Carangidae","Decapterus","spp",298.68318,4982.82282,-22.7053,113.5502,"NA","NA","Pt Cloates","NA","NA",89,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP16","2021-08_PtCloates_BOSS","PCSBP16","Carangidae","Decapterus","spp",298.68318,4982.82282,-22.7053,113.5502,"NA","NA","Pt Cloates","NA","NA",89,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP16","2021-08_PtCloates_BOSS","PCSBP16","Lethrinidae","Gymnocranius","sp1",386.25114,4585.65518,-22.7053,113.5502,"NA","NA","Pt Cloates","NA","NA",89,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP6","2021-08_PtCloates_BOSS","PCSBP6","Carcharhinidae","Carcharhinus","spp",2248.98164,7998.86681,-22.7171,113.5528,"NA","NA","Pt Cloates","NA","NA",84,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP7","2021-08_PtCloates_BOSS","PCSBP7","Lethrinidae","Gymnocranius","sp1",359.32764,2518.39352,-22.69,113.5605,"NA","NA","Pt Cloates","NA","NA",80,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP7","2021-08_PtCloates_BOSS","PCSBP7","Pomacanthidae","Chaetodontoplus","personifer",293.73475,4043.67836,-22.69,113.5605,"NA","NA","Pt Cloates","NA","NA",80,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Chaetodontidae","Heniochus","acuminatus",224.45716,3657.84462,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Chaetodontidae","Heniochus","acuminatus",223.23564,2347.51206,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",286.72236,2995.39952,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",286.72236,2995.39952,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",347.95596,2289.13037,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",302.17709,2955.52965,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",262.32526,1692.40292,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Pomacanthidae","Apolemichthys","trimaculatus",196.8537,3470.16591,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Pomacanthidae","Apolemichthys","trimaculatus",253.64087,3181.45693,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Pomacanthidae","Pomacanthus","spp",220.75811,4546.38756,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP8","2021-08_PtCloates_BOSS","PCSBP8","Pomacanthidae","Pomacanthus","spp",326.2386,3902.38732,-22.6839,113.5635,"NA","NA","Pt Cloates","NA","NA",78,"Yes","Yes"
"2021-08_PtCloates_BOSS.PCSBP9","2021-08_PtCloates_BOSS","PCSBP9","Lethrinidae","Lethrinus","miniatus",436.00257,2866.47515,-22.6779,113.5654,"NA","NA","Pt Cloates","NA","NA",82,"Yes","Yes"
"2022-05_PtCloates_BOSS.101","2022-05_PtCloates_BOSS","101","Lethrinidae","Gymnocranius","sp1",495.16317,2919.3643,-22.7071,113.5528,"NA","NA","Pt Cloates","No-take","NA",84.5,"Yes","Yes"
"2022-05_PtCloates_BOSS.101","2022-05_PtCloates_BOSS","101","Lethrinidae","Gymnocranius","sp1",444.20279,4011.28669,-22.7071,113.5528,"NA","NA","Pt Cloates","No-take","NA",84.5,"Yes","Yes"
"2022-05_PtCloates_BOSS.105","2022-05_PtCloates_BOSS","105","Lutjanidae","Lutjanus","sebae",603.29487,4912.02324,-22.7605,113.5445,"NA","NA","Pt Cloates","No-take","NA",80.8,"Yes","Yes"
"2022-05_PtCloates_BOSS.105","2022-05_PtCloates_BOSS","105","Nemipteridae","Pentapodus","nagasakiensis",88.44885,2131.50536,-22.7605,113.5445,"NA","NA","Pt Cloates","No-take","NA",80.8,"Yes","Yes"
"2022-05_PtCloates_BOSS.105","2022-05_PtCloates_BOSS","105","Nemipteridae","Pentapodus","nagasakiensis",119.57119,2204.88653,-22.7605,113.5445,"NA","NA","Pt Cloates","No-take","NA",80.8,"Yes","Yes"
"2022-05_PtCloates_BOSS.105","2022-05_PtCloates_BOSS","105","Nemipteridae","Pentapodus","nagasakiensis",104.80966,2411.14548,-22.7605,113.5445,"NA","NA","Pt Cloates","No-take","NA",80.8,"Yes","Yes"
"2022-05_PtCloates_BOSS.105","2022-05_PtCloates_BOSS","105","Nemipteridae","Pentapodus","nagasakiensis",98.86805,2109.66514,-22.7605,113.5445,"NA","NA","Pt Cloates","No-take","NA",80.8,"Yes","Yes"
"2022-05_PtCloates_BOSS.105","2022-05_PtCloates_BOSS","105","Nemipteridae","Pentapodus","nagasakiensis",88.23365,2552.88128,-22.7605,113.5445,"NA","NA","Pt Cloates","No-take","NA",80.8,"Yes","Yes"
"2022-05_PtCloates_BOSS.105","2022-05_PtCloates_BOSS","105","Pinguipedidae","Parapercis","nebulosa",96.3076,2555.78743,-22.7605,113.5445,"NA","NA","Pt Cloates","No-take","NA",80.8,"Yes","Yes"
"2022-05_PtCloates_BOSS.105","2022-05_PtCloates_BOSS","105","Pinguipedidae","Parapercis","nebulosa",72.20026,2313.50403,-22.7605,113.5445,"NA","NA","Pt Cloates","No-take","NA",80.8,"Yes","Yes"
"2022-05_PtCloates_BOSS.106","2022-05_PtCloates_BOSS","106","Pinguipedidae","Parapercis","nebulosa",60.35467,1965.93563,-22.6968,113.5635,"NA","NA","Pt Cloates","No-take","NA",75.8,"Yes","Yes"
"2022-05_PtCloates_BOSS.107","2022-05_PtCloates_BOSS","107","Nemipteridae","Pentapodus","nagasakiensis",85.63543,1767.53368,-22.709,113.5599,"NA","NA","Pt Cloates","No-take","NA",75.4,"Yes","Yes"
"2022-05_PtCloates_BOSS.110","2022-05_PtCloates_BOSS","110","Carangidae","Decapterus","spp",336.47825,3560.25685,-22.7234,113.5447,"NA","NA","Pt Cloates","No-take","NA",93.3,"Yes","Yes"
"2022-05_PtCloates_BOSS.110","2022-05_PtCloates_BOSS","110","Carangidae","Decapterus","spp",336.47825,3560.25685,-22.7234,113.5447,"NA","NA","Pt Cloates","No-take","NA",93.3,"Yes","Yes"
"2022-05_PtCloates_BOSS.110","2022-05_PtCloates_BOSS","110","Carangidae","Decapterus","spp",336.47825,3560.25685,-22.7234,113.5447,"NA","NA","Pt Cloates","No-take","NA",93.3,"Yes","Yes"
"2022-05_PtCloates_BOSS.111","2022-05_PtCloates_BOSS","111","Lethrinidae","Gymnocranius","sp1",223.68959,1910.55976,-22.6958,113.5608,"NA","NA","Pt Cloates","No-take","NA",78.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.113","2022-05_PtCloates_BOSS","113","Lethrinidae","Lethrinus","rubrioperculatus",371.73024,2337.36592,-22.7038,113.5592,"NA","NA","Pt Cloates","No-take","NA",78.5,"Yes","Yes"
"2022-05_PtCloates_BOSS.113","2022-05_PtCloates_BOSS","113","Tetraodontidae","Lagocephalus","sceleratus",579.41208,3493.37414,-22.7038,113.5592,"NA","NA","Pt Cloates","No-take","NA",78.5,"Yes","Yes"
"2022-05_PtCloates_BOSS.117","2022-05_PtCloates_BOSS","117","Serranidae","Pseudanthias","spp",55.41716,1949.05268,-22.6936,113.551,"NA","NA","Pt Cloates","No-take","NA",96,"Yes","Yes"
"2022-05_PtCloates_BOSS.117","2022-05_PtCloates_BOSS","117","Serranidae","Pseudanthias","spp",55.41716,1949.05268,-22.6936,113.551,"NA","NA","Pt Cloates","No-take","NA",96,"Yes","Yes"
"2022-05_PtCloates_BOSS.117","2022-05_PtCloates_BOSS","117","Serranidae","Pseudanthias","spp",55.41716,1949.05268,-22.6936,113.551,"NA","NA","Pt Cloates","No-take","NA",96,"Yes","Yes"
"2022-05_PtCloates_BOSS.117","2022-05_PtCloates_BOSS","117","Serranidae","Pseudanthias","spp",55.41716,1949.05268,-22.6936,113.551,"NA","NA","Pt Cloates","No-take","NA",96,"Yes","Yes"
"2022-05_PtCloates_BOSS.117","2022-05_PtCloates_BOSS","117","Serranidae","Pseudanthias","spp",55.41716,1949.05268,-22.6936,113.551,"NA","NA","Pt Cloates","No-take","NA",96,"Yes","Yes"
"2022-05_PtCloates_BOSS.118","2022-05_PtCloates_BOSS","118","Lethrinidae","Lethrinus","miniatus",454.80457,4149.0525,-22.7388,113.5435,"NA","NA","Pt Cloates","No-take","NA",88.2,"Yes","Yes"
"2022-05_PtCloates_BOSS.120","2022-05_PtCloates_BOSS","120","Pinguipedidae","Parapercis","spp",54.4516,2131.72664,-22.6997,113.5628,"NA","NA","Pt Cloates","No-take","NA",75.2,"Yes","Yes"
"2022-05_PtCloates_BOSS.121","2022-05_PtCloates_BOSS","121","Carangidae","Decapterus","spp",307.9473,3612.15542,-22.7164,113.5548,"NA","NA","Pt Cloates","No-take","NA",77.8,"Yes","Yes"
"2022-05_PtCloates_BOSS.122","2022-05_PtCloates_BOSS","122","Carangidae","Carangoides","fulvoguttatus",561.81436,7755.1954,-22.75,113.5452,"NA","NA","Pt Cloates","No-take","NA",83,"Yes","Yes"
"2022-05_PtCloates_BOSS.122","2022-05_PtCloates_BOSS","122","Carangidae","Carangoides","fulvoguttatus",587.16975,6616.40116,-22.75,113.5452,"NA","NA","Pt Cloates","No-take","NA",83,"Yes","Yes"
"2022-05_PtCloates_BOSS.122","2022-05_PtCloates_BOSS","122","Carangidae","Carangoides","fulvoguttatus",494.69258,6468.3584,-22.75,113.5452,"NA","NA","Pt Cloates","No-take","NA",83,"Yes","Yes"
"2022-05_PtCloates_BOSS.122","2022-05_PtCloates_BOSS","122","Carangidae","Carangoides","fulvoguttatus",599.19515,7125.74979,-22.75,113.5452,"NA","NA","Pt Cloates","No-take","NA",83,"Yes","Yes"
"2022-05_PtCloates_BOSS.122","2022-05_PtCloates_BOSS","122","Lethrinidae","Gymnocranius","sp1",462.72369,3940.82835,-22.75,113.5452,"NA","NA","Pt Cloates","No-take","NA",83,"Yes","Yes"
"2022-05_PtCloates_BOSS.122","2022-05_PtCloates_BOSS","122","Lutjanidae","Pristipomoides","sp1",469.54539,4474.03642,-22.75,113.5452,"NA","NA","Pt Cloates","No-take","NA",83,"Yes","Yes"
"2022-05_PtCloates_BOSS.122","2022-05_PtCloates_BOSS","122","Lutjanidae","Pristipomoides","sp1",453.98006,4745.06909,-22.75,113.5452,"NA","NA","Pt Cloates","No-take","NA",83,"Yes","Yes"
"2022-05_PtCloates_BOSS.123","2022-05_PtCloates_BOSS","123","Cirrhitidae","Cirrhitichthys","aprinus",71.26093,1307.95395,-22.6861,113.5646,"NA","NA","Pt Cloates","No-take","NA",77.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.124","2022-05_PtCloates_BOSS","124","Carangidae","Decapterus","spp",336.60551,4088.48524,-22.6922,113.5552,"NA","NA","Pt Cloates","No-take","NA",89.5,"Yes","Yes"
"2022-05_PtCloates_BOSS.124","2022-05_PtCloates_BOSS","124","Carangidae","Decapterus","spp",288.04569,5028.18866,-22.6922,113.5552,"NA","NA","Pt Cloates","No-take","NA",89.5,"Yes","Yes"
"2022-05_PtCloates_BOSS.124","2022-05_PtCloates_BOSS","124","Lutjanidae","Lutjanus","sebae",597.05901,1317.0663,-22.6922,113.5552,"NA","NA","Pt Cloates","No-take","NA",89.5,"Yes","Yes"
"2022-05_PtCloates_BOSS.125","2022-05_PtCloates_BOSS","125","Carcharhinidae","Carcharhinus","albimarginatus",1033.00337,3304.82908,-22.7521,113.5422,"NA","NA","Pt Cloates","No-take","NA",84.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.125","2022-05_PtCloates_BOSS","125","Echeneidae","Echeneis","naucrates",191.51183,3182.04952,-22.7521,113.5422,"NA","NA","Pt Cloates","No-take","NA",84.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.129","2022-05_PtCloates_BOSS","129","Balistidae","Abalistes","stellatus",401.00336,1806.98763,-22.754,113.5469,"NA","NA","Pt Cloates","No-take","NA",80.4,"Yes","Yes"
"2022-05_PtCloates_BOSS.131","2022-05_PtCloates_BOSS","131","Carangidae","Carangoides","spp",547.32673,3107.68851,-22.7446,113.5561,"NA","NA","Pt Cloates","No-take","NA",71,"Yes","Yes"
"2022-05_PtCloates_BOSS.131","2022-05_PtCloates_BOSS","131","Carangidae","Decapterus","spp",241.73477,3106.57723,-22.7446,113.5561,"NA","NA","Pt Cloates","No-take","NA",71,"Yes","Yes"
"2022-05_PtCloates_BOSS.132","2022-05_PtCloates_BOSS","132","Nemipteridae","Pentapodus","nagasakiensis",100.34839,2400.11279,-22.7618,113.5447,"NA","NA","Pt Cloates","No-take","NA",78.1,"Yes","Yes"
"2022-05_PtCloates_BOSS.132","2022-05_PtCloates_BOSS","132","Nemipteridae","Pentapodus","nagasakiensis",112.27729,2291.23385,-22.7618,113.5447,"NA","NA","Pt Cloates","No-take","NA",78.1,"Yes","Yes"
"2022-05_PtCloates_BOSS.132","2022-05_PtCloates_BOSS","132","Nemipteridae","Pentapodus","nagasakiensis",121.98838,2938.27786,-22.7618,113.5447,"NA","NA","Pt Cloates","No-take","NA",78.1,"Yes","Yes"
"2022-05_PtCloates_BOSS.133","2022-05_PtCloates_BOSS","133","Carangidae","Decapterus","spp",289.41889,3354.3167,-22.7256,113.5479,"NA","NA","Pt Cloates","No-take","NA",87.5,"Yes","Yes"
"2022-05_PtCloates_BOSS.134","2022-05_PtCloates_BOSS","134","Pinguipedidae","Parapercis","nebulosa",81.58704,2739.68508,-22.6982,113.5637,"NA","NA","Pt Cloates","No-take","NA",75.3,"Yes","Yes"
"2022-05_PtCloates_BOSS.136","2022-05_PtCloates_BOSS","136","Lethrinidae","Gymnocranius","sp1",406.16911,2944.39993,-22.7379,113.5426,"NA","NA","Pt Cloates","No-take","NA",89.9,"Yes","Yes"
"2022-05_PtCloates_BOSS.136","2022-05_PtCloates_BOSS","136","Lutjanidae","Pristipomoides","sp1",472.29917,5323.64161,-22.7379,113.5426,"NA","NA","Pt Cloates","No-take","NA",89.9,"Yes","Yes"
"2022-05_PtCloates_BOSS.136","2022-05_PtCloates_BOSS","136","Mullidae","Parupeneus","spp",264.66733,3585.44319,-22.7379,113.5426,"NA","NA","Pt Cloates","No-take","NA",89.9,"Yes","Yes"
"2022-05_PtCloates_BOSS.136","2022-05_PtCloates_BOSS","136","Mullidae","Parupeneus","spp",264.66733,3585.44319,-22.7379,113.5426,"NA","NA","Pt Cloates","No-take","NA",89.9,"Yes","Yes"
"2022-05_PtCloates_BOSS.136","2022-05_PtCloates_BOSS","136","Pinguipedidae","Parapercis","nebulosa",198.5814,2521.97552,-22.7379,113.5426,"NA","NA","Pt Cloates","No-take","NA",89.9,"Yes","Yes"
"2022-05_PtCloates_BOSS.136","2022-05_PtCloates_BOSS","136","Serranidae","Pseudanthias","spp",41.53839,2028.98522,-22.7379,113.5426,"NA","NA","Pt Cloates","No-take","NA",89.9,"Yes","Yes"
"2022-05_PtCloates_BOSS.136","2022-05_PtCloates_BOSS","136","Serranidae","Pseudanthias","spp",41.53839,2028.98522,-22.7379,113.5426,"NA","NA","Pt Cloates","No-take","NA",89.9,"Yes","Yes"
"2022-05_PtCloates_BOSS.136","2022-05_PtCloates_BOSS","136","Serranidae","Pseudanthias","spp",41.53839,2028.98522,-22.7379,113.5426,"NA","NA","Pt Cloates","No-take","NA",89.9,"Yes","Yes"
"2022-05_PtCloates_BOSS.136","2022-05_PtCloates_BOSS","136","Serranidae","Pseudanthias","spp",41.53839,2028.98522,-22.7379,113.5426,"NA","NA","Pt Cloates","No-take","NA",89.9,"Yes","Yes"
"2022-05_PtCloates_BOSS.137","2022-05_PtCloates_BOSS","137","Carangidae","Decapterus","spp",355.87277,2953.28067,-22.7104,113.5582,"NA","NA","Pt Cloates","No-take","NA",76.4,"Yes","Yes"
"2022-05_PtCloates_BOSS.137","2022-05_PtCloates_BOSS","137","Carangidae","Decapterus","spp",359.8786,4460.35519,-22.7104,113.5582,"NA","NA","Pt Cloates","No-take","NA",76.4,"Yes","Yes"
"2022-05_PtCloates_BOSS.137","2022-05_PtCloates_BOSS","137","Carangidae","Decapterus","spp",359.8786,4460.35519,-22.7104,113.5582,"NA","NA","Pt Cloates","No-take","NA",76.4,"Yes","Yes"
"2022-05_PtCloates_BOSS.141","2022-05_PtCloates_BOSS","141","Lethrinidae","Gymnocranius","sp1",583.61554,5909.48852,-22.7323,113.544,"NA","NA","Pt Cloates","No-take","NA",88.4,"Yes","Yes"
"2022-05_PtCloates_BOSS.144","2022-05_PtCloates_BOSS","144","Carangidae","Carangoides","spp",292.56525,3995.48686,-22.7524,113.5496,"NA","NA","Pt Cloates","No-take","NA",76.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.144","2022-05_PtCloates_BOSS","144","Carangidae","Carangoides","spp",292.56525,3995.48686,-22.7524,113.5496,"NA","NA","Pt Cloates","No-take","NA",76.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.144","2022-05_PtCloates_BOSS","144","Carangidae","Carangoides","spp",292.56525,3995.48686,-22.7524,113.5496,"NA","NA","Pt Cloates","No-take","NA",76.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.144","2022-05_PtCloates_BOSS","144","Carangidae","Carangoides","spp",292.56525,3995.48686,-22.7524,113.5496,"NA","NA","Pt Cloates","No-take","NA",76.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.144","2022-05_PtCloates_BOSS","144","Carangidae","Carangoides","spp",320.27809,4359.91818,-22.7524,113.5496,"NA","NA","Pt Cloates","No-take","NA",76.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.144","2022-05_PtCloates_BOSS","144","Carangidae","Carangoides","spp",320.27809,4359.91818,-22.7524,113.5496,"NA","NA","Pt Cloates","No-take","NA",76.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.144","2022-05_PtCloates_BOSS","144","Carangidae","Carangoides","spp",320.27809,4359.91818,-22.7524,113.5496,"NA","NA","Pt Cloates","No-take","NA",76.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.144","2022-05_PtCloates_BOSS","144","Carangidae","Carangoides","spp",320.27809,4359.91818,-22.7524,113.5496,"NA","NA","Pt Cloates","No-take","NA",76.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.144","2022-05_PtCloates_BOSS","144","Carangidae","Carangoides","spp",277.28326,4094.87908,-22.7524,113.5496,"NA","NA","Pt Cloates","No-take","NA",76.7,"Yes","Yes"
"2022-05_PtCloates_BOSS.144","2022-05_PtCloates_BOSS","144","Carangidae","Carangoides","spp",277.28326,4094.87908,-22.7524,113.5496,"NA","NA","Pt Cloates","No-take","NA",76.7,"Yes","Yes"
